,,Ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Inline Videos API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Videos API&engine=google&location=Canada&num=100
Google Inline Videos API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Videos API&engine=google&location=France&num=100
Google Inline Videos API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Videos API&engine=google&location=United Kingdom&num=100
Google Inline Videos API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Videos API&engine=google&location=Germany&num=100
Google Jobs API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,2,Loading...,q=Google Jobs API&engine=google&location=United States&num=100
Google Jobs API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,2,Loading...,q=Google Jobs API&engine=google&location=Canada&num=100
Google Jobs API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,2,Loading...,q=Google Jobs API&engine=google&location=France&num=100
Google Jobs API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,2,Loading...,q=Google Jobs API&engine=google&location=United Kingdom&num=100
Google Jobs API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,2,Loading...,q=Google Jobs API&engine=google&location=Germany&num=100
Google Local Ads Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,5,2,2,2,-,-,3,3,3,Loading...,q=Google Local Ads Results API&engine=google&location=United States&num=100
Google Local Ads Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4,5,2,2,2,-,-,3,3,3,Loading...,q=Google Local Ads Results API&engine=google&location=Canada&num=100
Google Local Ads Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,5,2,2,2,-,-,3,3,3,Loading...,q=Google Local Ads Results API&engine=google&location=France&num=100
Google Local Ads Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,5,2,2,2,-,-,3,3,3,Loading...,q=Google Local Ads Results API&engine=google&location=United Kingdom&num=100
Google Local Ads Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,5,2,2,2,-,-,3,3,3,Loading...,q=Google Local Ads Results API&engine=google&location=Germany&num=100
"Google Local ""Places"" Results API",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,3,3,1,2,q=Google%20Local%20%22Places%22%20Results%20API&engine=google&location=United States&num=100
"Google Local ""Places"" Results API",Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,3,3,3,Loading...,q=Google%20Local%20%22Places%22%20Results%20API&engine=google&location=Canada&num=100
"Google Local ""Places"" Results API",France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,3,3,3,2,q=Google%20Local%20%22Places%22%20Results%20API&engine=google&location=France&num=100
"Google Local ""Places"" Results API",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,3,3,3,Loading...,q=Google%20Local%20%22Places%22%20Results%20API&engine=google&location=United Kingdom&num=100
"Google Local ""Places"" Results API",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,3,3,4,Loading...,q=Google%20Local%20%22Places%22%20Results%20API&engine=google&location=Germany&num=100
Google Local Services API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,8,7,3,3,3,5,4,5,7,Loading...,q=Google Local Services API&engine=google&location=United States&num=100
Google Local Services API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,8,7,3,3,3,5,4,5,7,4,q=Google Local Services API&engine=google&location=Canada&num=100
Google Local Services API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,8,7,3,3,3,5,4,5,7,Loading...,q=Google Local Services API&engine=google&location=France&num=100
Google Local Services API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,8,7,3,3,3,5,4,4,7,Loading...,q=Google Local Services API&engine=google&location=United Kingdom&num=100
Google Local Services API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,8,7,3,3,3,5,4,5,6,Loading...,q=Google Local Services API&engine=google&location=Germany&num=100
Google Maps Photos API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,2,2,2,2,3,3,3,5,Loading...,q=Google Maps Photos API&engine=google&location=United States&num=100
Google Maps Photos API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,2,2,2,2,3,3,3,4,Loading...,q=Google Maps Photos API&engine=google&location=Canada&num=100
Google Maps Photos API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,2,2,2,2,3,3,3,4,Loading...,q=Google Maps Photos API&engine=google&location=France&num=100
Google Maps Photos API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,2,2,2,2,3,3,3,4,Loading...,q=Google Maps Photos API&engine=google&location=United Kingdom&num=100
Google Maps Photos API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,2,2,2,2,3,3,3,4,Loading...,q=Google Maps Photos API&engine=google&location=Germany&num=100
Google Maps Reviews API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,3,4,3,5,5,Loading...,q=Google Maps Reviews API&engine=google&location=United States&num=100
Google Maps Reviews API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,3,4,3,5,5,Loading...,q=Google Maps Reviews API&engine=google&location=Canada&num=100
Google Maps Reviews API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,3,4,3,5,5,Loading...,q=Google Maps Reviews API&engine=google&location=France&num=100
Google Maps Reviews API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,3,4,3,2,3,Loading...,q=Google Maps Reviews API&engine=google&location=United Kingdom&num=100
Google Maps Reviews API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,3,4,3,5,5,5,q=Google Maps Reviews API&engine=google&location=Germany&num=100
Google Play Apps Product API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4,3,5,5,4,5,2,1,4,3,q=Google Play Apps Product API&engine=google&location=United States&num=100
Google Play Apps Product API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4,3,5,5,4,5,2,1,4,Loading...,q=Google Play Apps Product API&engine=google&location=Canada&num=100
Google Play Apps Product API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4,3,5,5,4,5,2,1,4,Loading...,q=Google Play Apps Product API&engine=google&location=France&num=100
Google Play Apps Product API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4,3,5,5,4,5,2,1,4,Loading...,q=Google Play Apps Product API&engine=google&location=United Kingdom&num=100
Google Play Apps Product API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4,3,5,5,4,5,2,2,4,Loading...,q=Google Play Apps Product API&engine=google&location=Germany&num=100
Google Play Apps Store API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,2,3,3,3,3,3,Loading...,q=Google Play Apps Store API&engine=google&location=United States&num=100
Google Play Apps Store API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,2,3,3,3,3,3,3,q=Google Play Apps Store API&engine=google&location=Canada&num=100
Google Play Apps Store API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,2,3,3,3,3,3,Loading...,q=Google Play Apps Store API&engine=google&location=France&num=100
Google Play Apps Store API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,2,3,3,3,3,3,Loading...,q=Google Play Apps Store API&engine=google&location=United Kingdom&num=100
Google Play Apps Store API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,2,3,3,3,3,3,Loading...,q=Google Play Apps Store API&engine=google&location=Germany&num=100
Google Play Audiobooks Product API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Play Audiobooks Product API&engine=google&location=United States&num=100
Google Play Audiobooks Product API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Play Audiobooks Product API&engine=google&location=Canada&num=100
Google Play Audiobooks Product API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,q=Google Play Audiobooks Product API&engine=google&location=France&num=100
Google Play Audiobooks Product API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Play Audiobooks Product API&engine=google&location=United Kingdom&num=100
Google Play Audiobooks Product API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,q=Google Play Audiobooks Product API&engine=google&location=Germany&num=100
Google Play Books Product API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,3,2,1,2,Loading...,q=Google Play Books Product API&engine=google&location=United States&num=100
Google Play Books Product API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,3,2,1,2,Loading...,q=Google Play Books Product API&engine=google&location=Canada&num=100
Google Play Books Product API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,3,2,1,2,Loading...,q=Google Play Books Product API&engine=google&location=France&num=100
Google Play Books Product API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,3,2,1,2,Loading...,q=Google Play Books Product API&engine=google&location=United Kingdom&num=100
Google Play Books Product API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,3,2,1,2,Loading...,q=Google Play Books Product API&engine=google&location=Germany&num=100
Google Play Books Store API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,1,1,3,2,1,1,2,Loading...,q=Google Play Books Store API&engine=google&location=United States&num=100
Google Play Books Store API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,1,1,3,2,1,1,2,Loading...,q=Google Play Books Store API&engine=google&location=Canada&num=100
Google Play Books Store API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,1,1,3,2,1,1,2,Loading...,q=Google Play Books Store API&engine=google&location=France&num=100
Google Play Books Store API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,1,1,3,2,1,1,2,Loading...,q=Google Play Books Store API&engine=google&location=United Kingdom&num=100
Google Play Books Store API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,1,1,3,2,1,1,2,Loading...,q=Google Play Books Store API&engine=google&location=Germany&num=100
Google Play Movies Product API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,1,1,1,1,1,Loading...,q=Google Play Movies Product API&engine=google&location=United States&num=100
Google Play Movies Product API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,1,1,1,1,1,Loading...,q=Google Play Movies Product API&engine=google&location=Canada&num=100
Google Play Movies Product API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,1,1,1,1,1,Loading...,q=Google Play Movies Product API&engine=google&location=France&num=100
Google Play Movies Product API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,1,1,1,1,1,1,q=Google Play Movies Product API&engine=google&location=United Kingdom&num=100
Google Play Movies Product API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,1,1,1,1,1,Loading...,q=Google Play Movies Product API&engine=google&location=Germany&num=100
Google Play Movies Store API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1,1,1,3,1,1,2,Loading...,q=Google Play Movies Store API&engine=google&location=United States&num=100
Google Play Movies Store API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1,1,1,3,1,1,2,Loading...,q=Google Play Movies Store API&engine=google&location=Canada&num=100
Google Play Movies Store API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1,1,1,3,1,2,2,Loading...,q=Google Play Movies Store API&engine=google&location=France&num=100
Google Play Movies Store API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1,1,1,3,1,1,3,Loading...,q=Google Play Movies Store API&engine=google&location=United Kingdom&num=100
Google Play Movies Store API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1,1,1,3,1,1,4,Loading...,q=Google Play Movies Store API&engine=google&location=Germany&num=100
Google Play Product API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,7,8,4,4,5,5,4,4,6,Loading...,q=Google Play Product API&engine=google&location=United States&num=100
Google Play Product API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,7,8,4,4,5,5,4,4,5,Loading...,q=Google Play Product API&engine=google&location=Canada&num=100
Google Play Product API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,7,8,4,4,5,5,4,4,6,Loading...,q=Google Play Product API&engine=google&location=France&num=100
Google Play Product API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,7,8,4,4,5,5,4,4,6,Loading...,q=Google Play Product API&engine=google&location=United Kingdom&num=100
Google Play Product API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,7,8,4,4,5,5,4,4,6,Loading...,q=Google Play Product API&engine=google&location=Germany&num=100
Google Play Product Reviews API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,5,4,4,4,3,6,6,6,5,Loading...,q=Google Play Product Reviews API&engine=google&location=United States&num=100
Google Play Product Reviews API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,5,4,4,4,3,6,6,6,7,Loading...,q=Google Play Product Reviews API&engine=google&location=Canada&num=100
Google Play Product Reviews API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,5,4,4,4,3,6,6,6,7,Loading...,q=Google Play Product Reviews API&engine=google&location=France&num=100
Google Play Product Reviews API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,5,4,4,4,3,6,6,7,7,Loading...,q=Google Play Product Reviews API&engine=google&location=United Kingdom&num=100
Google Play Product Reviews API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,5,4,4,4,3,6,6,7,7,Loading...,q=Google Play Product Reviews API&engine=google&location=Germany&num=100
Google Play Store API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,3,4,6,6,6,5,Loading...,q=Google Play Store API&engine=google&location=United States&num=100
Google Play Store API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,3,4,6,6,6,5,Loading...,q=Google Play Store API&engine=google&location=Canada&num=100
Google Play Store API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,3,4,6,6,6,5,Loading...,q=Google Play Store API&engine=google&location=France&num=100
Google Play Store API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,3,4,6,6,7,5,Loading...,q=Google Play Store API&engine=google&location=United Kingdom&num=100
Google Play Store API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,3,3,4,6,6,7,5,Loading...,q=Google Play Store API&engine=google&location=Germany&num=100
Google Play TV Product API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,1,1,1,3,2,2,Loading...,q=Google Play TV Product API&engine=google&location=United States&num=100
Google Play TV Product API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,1,1,1,2,2,2,Loading...,q=Google Play TV Product API&engine=google&location=Canada&num=100
Google Play TV Product API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,1,1,1,2,2,2,1,q=Google Play TV Product API&engine=google&location=France&num=100
Google Play TV Product API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,1,1,1,3,2,2,Loading...,q=Google Play TV Product API&engine=google&location=United Kingdom&num=100
Google Play TV Product API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,1,1,1,3,2,2,Loading...,q=Google Play TV Product API&engine=google&location=Germany&num=100
Google Popular Destinations API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,31,1,1,Loading...,q=Google Popular Destinations API&engine=google&location=United States&num=100
Google Popular Destinations API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,31,1,1,Loading...,q=Google Popular Destinations API&engine=google&location=Canada&num=100
Google Popular Destinations API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,31,1,1,Loading...,q=Google Popular Destinations API&engine=google&location=France&num=100
Google Popular Destinations API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,31,1,1,Loading...,q=Google Popular Destinations API&engine=google&location=United Kingdom&num=100
Google Popular Destinations API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,31,1,1,Loading...,q=Google Popular Destinations API&engine=google&location=Germany&num=100
Google Product Result API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Product Result API&engine=google&location=United States&num=100
Google Product Result API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Product Result API&engine=google&location=Canada&num=100
Google Product Result API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Product Result API&engine=google&location=France&num=100
Google Product Result API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,1,q=Google Product Result API&engine=google&location=United Kingdom&num=100
Google Product Result API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Product Result API&engine=google&location=Germany&num=100
Google Recipes Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Recipes Results API&engine=google&location=United States&num=100
Google Recipes Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Recipes Results API&engine=google&location=Canada&num=100
Google Recipes Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,q=Google Recipes Results API&engine=google&location=France&num=100
Google Recipes Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Recipes Results API&engine=google&location=United Kingdom&num=100
Google Recipes Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Recipes Results API&engine=google&location=Germany&num=100
Google Refine By API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,Loading...,q=Google Refine By API&engine=google&location=United States&num=100
Google Refine By API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,q=Google Refine By API&engine=google&location=Canada&num=100
Google Refine By API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,Loading...,q=Google Refine By API&engine=google&location=France&num=100
Google Refine By API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,Loading...,q=Google Refine By API&engine=google&location=United Kingdom&num=100
Google Refine By API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,Loading...,q=Google Refine By API&engine=google&location=Germany&num=100
Google Scholar Author API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Author API&engine=google&location=United States&num=100
